"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Tackles","","Tackles for Loss","","","Sacks","","","","Pass Breakups","Forced Fumbles","QB Hurries","Blocked Kicks"
"","","","","","","Unassisted","Assisted","Unassisted","Assisted","Yards","Unassisted","Assisted","Yards","No.","No.","No.","No."
"5","Akron","09/22/12","23","FORD","BRE'","5","0","1","0","7","","","","","1","",""
"5","Akron","09/29/12","23","FORD","BRE'","2","0","1","0","2","","","","","","",""
"5","Akron","10/06/12","23","FORD","BRE'","3","3","0","1","1","","","","","","",""
"5","Akron","10/13/12","23","FORD","BRE'","3","0","","","","","","","","","",""
"5","Akron","10/20/12","23","FORD","BRE'","3","2","","","","","","","","","",""
"5","Akron","10/27/12","23","FORD","BRE'","1","0","","","","","","","","","",""
"5","Akron","11/03/12","23","FORD","BRE'","2","1","","","","","","","","","",""
"5","Akron","11/10/12","23","FORD","BRE'","1","1","0","1","1","","","","","","",""
"5","Akron","11/20/12","23","FORD","BRE'","0","1","","","","","","","","","",""
"5","Akron","08/30/12","20","FREEMAN","MALACHI","5","2","","","","","","","","","",""
"5","Akron","09/08/12","20","FREEMAN","MALACHI","6","1","","","","","","","","","",""
"5","Akron","09/15/12","20","FREEMAN","MALACHI","1","0","","","","","","","","","",""
"5","Akron","09/22/12","20","FREEMAN","MALACHI","5","0","1","0","5","","","","3","","",""
"5","Akron","09/29/12","20","FREEMAN","MALACHI","2","0","","","","","","","","","",""
"5","Akron","10/06/12","20","FREEMAN","MALACHI","1","0","","","","","","","","","",""
"5","Akron","10/13/12","20","FREEMAN","MALACHI","2","3","","","","","","","","","",""
"5","Akron","10/20/12","20","FREEMAN","MALACHI","5","0","","","","","","","1","","",""
"5","Akron","10/27/12","20","FREEMAN","MALACHI","2","3","","","","","","","2","","",""
"5","Akron","11/03/12","20","FREEMAN","MALACHI","2","1","0","1","1","","","","1","","",""
"5","Akron","11/10/12","20","FREEMAN","MALACHI","5","2","","","","","","","","","",""
"5","Akron","11/20/12","20","FREEMAN","MALACHI","5","1","1","0","1","","","","","","",""
"5","Akron","11/10/12","83","FRIESON","DEE","1","0","","","","","","","","","",""
"5","Akron","11/20/12","63","GARRETT","VARNELL","1","0","1","0","2","1","0","2","","","",""
"5","Akron","08/30/12","5","GILMER","TROY","3","3","2","0","4","","","","","","",""
"5","Akron","09/08/12","5","GILMER","TROY","3","4","1","0","1","","","","","","",""
"5","Akron","09/22/12","5","GILMER","TROY","5","5","0","1","1","","","","","","",""
"5","Akron","09/29/12","5","GILMER","TROY","5","1","","","","","","","","","",""
"5","Akron","10/06/12","5","GILMER","TROY","4","4","","","","","","","1","","",""
"5","Akron","10/13/12","5","GILMER","TROY","4","2","","","","","","","","","",""
"5","Akron","10/20/12","5","GILMER","TROY","3","3","","","","","","","1","","",""
"5","Akron","10/27/12","5","GILMER","TROY","1","5","","","","","","","","","",""
"5","Akron","11/03/12","5","GILMER","TROY","4","4","0","1","2","","","","","","",""
"5","Akron","11/10/12","5","GILMER","TROY","1","3","","","","","","","1","","",""
"5","Akron","11/20/12","5","GILMER","TROY","4","3","","","","","","","","","",""
"5","Akron","09/22/12","1A","GRAVES","SEAN","0","1","","","","","","","","","",""
"5","Akron","11/03/12","1A","GRAVES","SEAN","1","0","","","","","","","","","",""
"5","Akron","08/30/12","36","GRICE","CODY","4","4","0","1","1","","","","","","",""
"5","Akron","09/08/12","36","GRICE","CODY","4","1","2","0","7","","","","","","",""
"5","Akron","09/15/12","36","GRICE","CODY","0","1","","","","","","","","","",""
"5","Akron","09/22/12","36","GRICE","CODY","1","2","","","","","","","","","1",""
"5","Akron","09/29/12","36","GRICE","CODY","4","2","","","","","","","","","",""
"5","Akron","10/06/12","36","GRICE","CODY","1","2","","","","","","","","","",""
"5","Akron","10/13/12","36","GRICE","CODY","2","2","2","0","5","","","","","","",""
"5","Akron","10/20/12","36","GRICE","CODY","0","1","","","","","","","","","",""
"5","Akron","10/27/12","36","GRICE","CODY","5","4","2","0","6","","","","","","1",""
"5","Akron","11/03/12","36","GRICE","CODY","3","0","1","0","2","","","","","","",""
"5","Akron","11/10/12","36","GRICE","CODY","1","0","","","","","","","","","",""
"5","Akron","11/20/12","36","GRICE","CODY","0","3","","","","","","","","","",""
"5","Akron","08/30/12","90","GRIGGS","J.D.","1","0","1","0","7","1","0","7","","","",""
"5","Akron","09/08/12","90","GRIGGS","J.D.","5","3","2","0","7","2","0","7","","","",""
"5","Akron","09/15/12","90","GRIGGS","J.D.","4","1","1","1","4","0","1","3","","","",""
"5","Akron","09/22/12","90","GRIGGS","J.D.","3","0","","","","","","","","","1",""
"5","Akron","09/29/12","90","GRIGGS","J.D.","4","1","2","0","5","1","0","4","1","","",""
"5","Akron","10/06/12","90","GRIGGS","J.D.","3","1","1","1","3","","","","","","",""
"5","Akron","10/13/12","90","GRIGGS","J.D.","2","0","1","0","1","","","","1","","",""
"5","Akron","10/20/12","90","GRIGGS","J.D.","2","1","","","","","","","","","1",""
"5","Akron","10/27/12","90","GRIGGS","J.D.","3","0","1","0","4","1","0","4","","","",""
"5","Akron","11/03/12","90","GRIGGS","J.D.","1","1","","","","","","","","","",""
"5","Akron","11/10/12","90","GRIGGS","J.D.","0","2","0","1","2","","","","1","","",""
"5","Akron","11/20/12","90","GRIGGS","J.D.","2","1","0","1","1","0","1","1","","","",""
"5","Akron","10/13/12","32","HINES","QUENTIN","1","0","","","","","","","","","",""
"5","Akron","09/08/12","4","HOLMES","ANTHONY","2","1","","","","","","","","","",""
"5","Akron","09/15/12","4","HOLMES","ANTHONY","2","0","","","","","","","","","",""
"5","Akron","09/22/12","4","HOLMES","ANTHONY","3","0","","","","","","","","","",""
"5","Akron","09/29/12","4","HOLMES","ANTHONY","6","1","","","","","","","1","","",""
"5","Akron","10/06/12","4","HOLMES","ANTHONY","5","2","","","","","","","","","",""
"5","Akron","10/13/12","4","HOLMES","ANTHONY","0","4","","","","","","","","","",""
"5","Akron","10/20/12","4","HOLMES","ANTHONY","6","3","1","0","3","","","","","","",""
"5","Akron","10/27/12","4","HOLMES","ANTHONY","2","3","","","","","","","","","",""
"5","Akron","11/10/12","4","HOLMES","ANTHONY","2","1","","","","","","","1","","",""
"5","Akron","11/20/12","4","HOLMES","ANTHONY","4","3","","","","","","","","","",""
"5","Akron","08/30/12","96","HORNER","ALFONSO","2","0","1","0","3","1","0","3","","","",""
"5","Akron","09/08/12","96","HORNER","ALFONSO","1","0","","","","","","","","","",""
"5","Akron","09/15/12","96","HORNER","ALFONSO","1","0","","","","","","","","","",""
"5","Akron","09/29/12","96","HORNER","ALFONSO","2","1","","","","","","","","","",""
"5","Akron","10/06/12","96","HORNER","ALFONSO","1","1","","","","","","","","","1",""
"5","Akron","10/13/12","96","HORNER","ALFONSO","1","7","","","","","","","","","",""
"5","Akron","10/20/12","96","HORNER","ALFONSO","1","2","","","","","","","","","",""
"5","Akron","11/03/12","96","HORNER","ALFONSO","2","1","","","","","","","","","",""
"5","Akron","11/10/12","96","HORNER","ALFONSO","0","4","0","2","2","0","1","1","1","","",""
"5","Akron","11/20/12","96","HORNER","ALFONSO","0","1","","","","","","","","","",""
"5","Akron","09/08/12","3B","HUNDLEY","CONOR","1","0","","","","","","","","","",""
"5","Akron","08/30/12","84","LADRACH","RHYNE","1","0","","","","","","","","","",""
"5","Akron","10/06/12","84","LADRACH","RHYNE","0","1","","","","","","","","","",""
"5","Akron","11/20/12","84","LADRACH","RHYNE","1","0","","","","","","","","","",""
"5","Akron","08/30/12","8","MANGUM","KURT","0","3","0","1","0","","","","","","",""
"5","Akron","09/08/12","8","MANGUM","KURT","8","3","1","0","6","1","0","6","","","",""
"5","Akron","09/15/12","8","MANGUM","KURT","2","1","","","","","","","","","",""
"5","Akron","09/22/12","8","MANGUM","KURT","5","4","","","","","","","","","",""
"5","Akron","09/29/12","8","MANGUM","KURT","4","3","1","0","2","","","","","","",""
"5","Akron","10/06/12","8","MANGUM","KURT","6","7","1","0","2","","","","1","","",""
"5","Akron","10/13/12","8","MANGUM","KURT","5","11","","","","","","","","","",""
"5","Akron","10/20/12","8","MANGUM","KURT","2","4","","","","","","","","","",""
"5","Akron","10/27/12","8","MANGUM","KURT","3","9","","","","","","","","","",""
"5","Akron","11/03/12","8","MANGUM","KURT","6","5","1","0","1","","","","","","",""
"5","Akron","11/10/12","8","MANGUM","KURT","2","7","0","1","2","","","","","1","",""
"5","Akron","11/20/12","8","MANGUM","KURT","5","5","","","","","","","","","",""
"5","Akron","08/30/12","45","MARCH","JUSTIN","1","3","","","","","","","","","",""
"5","Akron","09/08/12","45","MARCH","JUSTIN","3","3","","","","","","","","","",""
"5","Akron","09/15/12","45","MARCH","JUSTIN","3","0","1","0","1","","","","1","","",""
"5","Akron","10/06/12","45","MARCH","JUSTIN","2","2","","","","","","","","","",""
"5","Akron","10/13/12","45","MARCH","JUSTIN","4","3","","","","","","","","","",""
"5","Akron","10/20/12","45","MARCH","JUSTIN","6","4","","","","","","","","","",""
"5","Akron","10/27/12","45","MARCH","JUSTIN","0","2","","","","","","","1","","",""
"5","Akron","11/03/12","45","MARCH","JUSTIN","5","1","","","","","","","","","",""
"5","Akron","11/10/12","45","MARCH","JUSTIN","8","3","1","0","1","","","","1","","",""
"5","Akron","11/20/12","45","MARCH","JUSTIN","3","6","","","","","","","","","1",""
"5","Akron","08/30/12","26","MORGAN","DEVONTE","1","0","","","","","","","","","",""
"5","Akron","09/15/12","26","MORGAN","DEVONTE","1","1","","","","","","","","","",""
"5","Akron","10/13/12","26","MORGAN","DEVONTE","5","1","","","","","","","","","",""
"5","Akron","10/20/12","26","MORGAN","DEVONTE","1","3","","","","","","","","","",""
"5","Akron","10/27/12","26","MORGAN","DEVONTE","5","2","","","","","","","","","",""
"5","Akron","11/10/12","26","MORGAN","DEVONTE","1","0","","","","","","","","","",""
"5","Akron","11/20/12","26","MORGAN","DEVONTE","1","0","","","","","","","","","",""
"5","Akron","08/30/12","38","PAUL","ZACH","1","0","","","","","","","","","",""
"5","Akron","09/22/12","38","PAUL","ZACH","0","1","","","","","","","","","",""
"5","Akron","11/10/12","38","PAUL","ZACH","1","0","","","","","","","","","",""
"5","Akron","11/10/12","80","PRATT","ANDREW","1","0","","","","","","","","","",""
"5","Akron","08/30/12","91","PRESLEY","ALBERT","2","2","","","","","","","1","","",""
"5","Akron","09/08/12","91","PRESLEY","ALBERT","5","0","1","0","6","","","","","","",""
"5","Akron","09/15/12","91","PRESLEY","ALBERT","4","2","1","1","5","0","1","3","","","",""
"5","Akron","09/22/12","91","PRESLEY","ALBERT","3","2","2","0","5","","","","","","",""
"5","Akron","09/29/12","91","PRESLEY","ALBERT","3","0","2","0","12","1","0","11","","","",""
"5","Akron","11/03/12","91","PRESLEY","ALBERT","0","1","","","","","","","","","",""
"5","Akron","11/20/12","91","PRESLEY","ALBERT","2","1","1","1","9","0","1","1","","1","",""
"5","Akron","08/30/12","47","RANSOM","GARY","1","1","","","","","","","","","",""
"5","Akron","09/08/12","47","RANSOM","GARY","2","0","","","","","","","","","",""
"5","Akron","09/22/12","47","RANSOM","GARY","1","1","","","","","","","","","",""
"5","Akron","09/29/12","47","RANSOM","GARY","1","0","","","","","","","","","",""
"5","Akron","10/06/12","47","RANSOM","GARY","0","1","","","","","","","","","",""
"5","Akron","10/20/12","47","RANSOM","GARY","3","1","","","","","","","","1","",""
"5","Akron","10/27/12","47","RANSOM","GARY","0","2","","","","","","","","","",""
"5","Akron","08/30/12","33","RICHMOND","JOSH","1","0","","","","","","","","","",""
"5","Akron","09/08/12","33","RICHMOND","JOSH","1","0","","","","","","","","","",""
"5","Akron","09/15/12","33","RICHMOND","JOSH","1","0","","","","","","","","","",""
"5","Akron","09/22/12","33","RICHMOND","JOSH","2","1","","","","","","","","","",""
"5","Akron","09/29/12","33","RICHMOND","JOSH","3","0","","","","","","","","","",""
"5","Akron","10/06/12","33","RICHMOND","JOSH","0","2","","","","","","","","","",""
"5","Akron","11/03/12","33","RICHMOND","JOSH","3","1","","","","","","","","","",""
"5","Akron","11/10/12","33","RICHMOND","JOSH","1","2","","","","","","","","","",""
"5","Akron","09/22/12","52","RIZZO","VINNIE","1","0","","","","","","","","","",""
"5","Akron","08/30/12","27","ROBINSON","JOHNNY","4","2","0","1","1","","","","","","",""
"5","Akron","09/08/12","27","ROBINSON","JOHNNY","2","3","","","","","","","","","",""
"5","Akron","09/15/12","27","ROBINSON","JOHNNY","5","0","1","0","3","","","","","1","",""
"5","Akron","09/22/12","27","ROBINSON","JOHNNY","6","3","0","1","1","","","","","","",""
"5","Akron","09/29/12","27","ROBINSON","JOHNNY","5","1","","","","","","","","","",""
"5","Akron","10/13/12","27","ROBINSON","JOHNNY","1","1","","","","","","","1","","",""
"5","Akron","10/20/12","27","ROBINSON","JOHNNY","3","2","","","","","","","","","",""
"5","Akron","10/27/12","27","ROBINSON","JOHNNY","3","2","","","","","","","","","",""
"5","Akron","11/03/12","27","ROBINSON","JOHNNY","3","3","","","","","","","","","",""
"5","Akron","11/10/12","27","ROBINSON","JOHNNY","4","1","","","","","","","","","",""
"5","Akron","11/20/12","27","ROBINSON","JOHNNY","5","2","","","","","","","","","",""
"5","Akron","08/30/12","44","ROSSI","NICK","1","2","0","1","0","","","","","","",""
"5","Akron","09/08/12","44","ROSSI","NICK","1","0","","","","","","","","","",""
"5","Akron","09/15/12","44","ROSSI","NICK","0","1","","","","","","","","","",""
"5","Akron","09/22/12","44","ROSSI","NICK","0","1","","","","","","","","","",""
"5","Akron","10/06/12","44","ROSSI","NICK","0","1","","","","","","","","","",""
"5","Akron","10/13/12","44","ROSSI","NICK","1","0","","","","","","","","","",""
"5","Akron","10/27/12","44","ROSSI","NICK","0","1","","","","","","","","","",""
"5","Akron","11/20/12","44","ROSSI","NICK","1","0","","","","","","","","","",""
"5","Akron","08/30/12","35","SCONIERS","KEITH","1","0","","","","","","","","","",""
"5","Akron","10/20/12","35","SCONIERS","KEITH","1","0","","","","","","","","","",""
"5","Akron","09/15/12","6","SCOTT","DEANDRE","1","0","","","","","","","1","","",""
"5","Akron","10/27/12","93","SEEMAN","CONNOR","0","1","","","","","","","","","",""
"5","Akron","11/03/12","93","SEEMAN","CONNOR","0","1","","","","","","","","","",""
"5","Akron","11/20/12","93","SEEMAN","CONNOR","2","0","","","","","","","","","",""
"5","Akron","08/30/12","1B","SENTER","JOHN","1","0","","","","","","","","","",""
"5","Akron","09/08/12","1B","SENTER","JOHN","2","1","","","","","","","","","",""
"5","Akron","09/15/12","3","SMITH","L.T.","1","0","","","","","","","","","",""
"5","Akron","09/22/12","3","SMITH","L.T.","1","0","","","","","","","","","",""
"5","Akron","09/29/12","3","SMITH","L.T.","1","0","","","","","","","","","",""
"5","Akron","10/20/12","3","SMITH","L.T.","1","0","","","","","","","","","",""
"5","Akron","10/20/12","48","STEIN","ROBERT","0","1","","","","","","","","","",""
"5","Akron","09/08/12","43","STEINER","ADAM","0","1","","","","","","","","","",""
"5","Akron","10/06/12","43","STEINER","ADAM","0","1","","","","","","","","","",""
"5","Akron","09/15/12","55","TURNER","JAMEL","1","0","","","","","","","","","",""
"5","Akron","10/13/12","55","TURNER","JAMEL","2","3","2","1","27","1","0","7","","","",""
"5","Akron","10/20/12","55","TURNER","JAMEL","0","1","","","","","","","","","",""
"5","Akron","10/27/12","55","TURNER","JAMEL","0","1","","","","","","","","","",""
"5","Akron","11/10/12","55","TURNER","JAMEL","1","0","1","0","7","1","0","7","","","",""
"5","Akron","11/20/12","39","TURNER","JAMES","0","1","","","","","","","","","",""
"5","Akron","08/30/12","56","WILLIAMS","ISAIAH","0","4","","","","","","","","","",""
"5","Akron","09/22/12","56","WILLIAMS","ISAIAH","1","0","","","","","","","","","",""
"5","Akron","10/06/12","56","WILLIAMS","ISAIAH","2","0","","","","","","","","","",""
"5","Akron","10/13/12","56","WILLIAMS","ISAIAH","1","2","","","","","","","","","",""
"5","Akron","10/20/12","56","WILLIAMS","ISAIAH","0","1","","","","","","","","","",""
"5","Akron","10/27/12","56","WILLIAMS","ISAIAH","0","2","","","","","","","","","",""
"5","Akron","09/15/12","22","WILLIAMS","TYLER","1","0","","","","","","","","","",""
"5","Akron","10/06/12","22","WILLIAMS","TYLER","1","0","","","","","","","","","",""
"5","Akron","09/15/12","95","YOUNG","ROBERT","1","0","1","0","4","","","","","1","",""
"8","Alabama","11/24/12","19","ATCHISON","JONATHAN","0","2","","","","","","","","","",""
"8","Alabama","09/01/12","13","BELUE","DEION","3","0","","","","","","","","","",""
"8","Alabama","09/08/12","13","BELUE","DEION","3","0","1","0","2","","","","","","",""
"8","Alabama","09/15/12","13","BELUE","DEION","2","2","1","0","3","","","","1","1","",""
"8","Alabama","09/22/12","13","BELUE","DEION","","","","","","","","","1","","",""
"8","Alabama","09/29/12","13","BELUE","DEION","3","2","1","0","1","","","","","","",""
"8","Alabama","10/13/12","13","BELUE","DEION","1","0","","","","","","","1","","",""
"8","Alabama","10/20/12","13","BELUE","DEION","1","0","","","","","","","1","","",""
"8","Alabama","10/27/12","13","BELUE","DEION","2","2","","","","","","","2","","",""
"8","Alabama","11/03/12","13","BELUE","DEION","6","3","1","1","4","","","","","","",""
"8","Alabama","11/10/12","13","BELUE","DEION","1","0","1","0","3","","","","","","",""
