Year,Team,Player,Targets,Catches,Yards,CatchRate,YdsPerTarget,Target %,YdsPerCatch,Standard Targets,Standard Catches,Standard Yards,Standard CatchRate,Standard YdsPerTarget,Standard Target %,Standard YdsPerCatch,Passing Targets,Passing Catches,Passing Yards,Passing CatchRate,Passing YdsPerTarget,Passing Target %,Passing YdsPerCatch
2008,Toledo,Nick Moore,121,78,779,64.5%,6.4,33.0%,10.0,72,52,542,72.2%,7.5,32.4%,10.4,49,26,237,53.1%,4.8,33.8%,9.1
2008,Purdue,Greg Orton,121,68,716,56.2%,5.9,24.9%,10.5,73,47,464,64.4%,6.4,25.6%,9.9,48,21,252,43.8%,5.3,23.9%,12.0
2006,New Mexico State,Chris Williams,120,92,1415,76.7%,11.8,21.9%,15.4,68,51,841,75.0%,12.4,20.1%,16.5,52,41,574,78.8%,11.0,24.8%,14.0
2005,Hawaii,Ryan Grice-Mullen,120,85,1228,70.8%,10.2,21.6%,14.4,84,60,879,71.4%,10.5,22.2%,14.7,36,25,349,69.4%,9.7,20.3%,14.0
2005,Hawaii,Davone Bess,120,89,1124,74.2%,9.4,21.6%,12.6,86,67,755,77.9%,8.8,22.7%,11.3,34,22,369,64.7%,10.9,19.2%,16.8
2010,Texas Tech,Detron Lewis,120,87,852,72.5%,7.1,20.3%,9.8,74,50,451,67.6%,6.1,19.3%,9.0,46,37,401,80.4%,8.7,22.1%,10.8
2005,Colorado State,David Anderson,119,86,1230,72.3%,10.3,32.1%,14.3,76,51,761,67.1%,10.0,35.0%,14.9,43,35,469,81.4%,10.9,27.9%,13.4
2011,Arkansas State,Dwayne Frampton,119,94,1156,79.0%,9.7,25.4%,12.3,76,61,717,80.3%,9.4,27.3%,11.8,43,33,439,76.7%,10.2,22.6%,13.3
2011,SMU,Cole Beasley,119,86,1040,72.3%,8.7,26.5%,12.1,72,56,589,77.8%,8.2,25.6%,10.5,47,30,451,63.8%,9.6,28.0%,15.0
2009,Colorado,Scotty McKnight,119,76,895,63.9%,7.5,27.3%,11.8,67,46,506,68.7%,7.6,28.3%,11.0,52,30,389,57.7%,7.5,26.1%,13.0
2006,New Mexico,Travis Brown,119,64,867,53.8%,7.3,33.4%,13.5,65,37,536,56.9%,8.2,35.1%,14.5,54,27,331,50.0%,6.1,31.6%,12.3
2007,Washington State,Brandon Gibson,118,67,1180,56.8%,10.0,24.0%,17.6,60,30,515,50.0%,8.6,20.5%,17.2,58,37,665,63.8%,11.5,29.1%,18.0
2011,Florida International,T.Y. Hilton,118,72,1038,61.0%,8.8,32.0%,14.4,62,44,679,71.0%,11.0,30.2%,15.4,56,28,359,50.0%,6.4,34.1%,12.8
2011,San Diego State,Colin Lockett,118,58,972,49.2%,8.2,27.6%,16.8,68,36,683,52.9%,10.0,29.6%,19.0,50,22,289,44.0%,5.8,25.4%,13.1
2006,Oregon State,Sammie Stroughter,117,74,1293,63.2%,11.1,29.5%,17.5,68,45,834,66.2%,12.3,28.5%,18.5,49,29,459,59.2%,9.4,31.0%,15.8
2010,San Diego State,DeMarco Sampson,117,67,1220,57.3%,10.4,28.8%,18.2,75,44,845,58.7%,11.3,32.8%,19.2,42,23,375,54.8%,8.9,23.7%,16.3
2007,Toledo,Stephen Williams,117,73,1169,62.4%,10.0,31.0%,16.0,53,32,572,60.4%,10.8,26.1%,17.9,64,41,597,64.1%,9.3,36.6%,14.6
2010,Miami-FL,Leonard Hankerson,117,72,1156,61.5%,9.9,28.7%,16.1,63,39,621,61.9%,9.9,28.8%,15.9,54,33,535,61.1%,9.9,28.6%,16.2
2007,Missouri,Jeremy Maclin,117,84,1074,71.8%,9.2,22.0%,12.8,71,48,598,67.6%,8.4,21.5%,12.5,46,36,476,78.3%,10.3,22.8%,13.2
2006,USC,Dwayne Jarrett,117,69,976,59.0%,8.3,29.0%,14.1,78,49,665,62.8%,8.5,29.5%,13.6,39,20,311,51.3%,8.0,27.9%,15.6
2007,North Carolina,Hakeem Nicks,117,74,958,63.2%,8.2,34.2%,12.9,63,42,502,66.7%,8.0,34.2%,12.0,54,32,456,59.3%,8.4,34.2%,14.3
2010,Baylor,Kendall Wright,117,78,952,66.7%,8.1,25.7%,12.2,66,48,493,72.7%,7.5,24.9%,10.3,51,30,459,58.8%,9.0,26.8%,15.3
2007,Purdue,Greg Orton,117,65,735,55.6%,6.3,20.4%,11.3,66,37,391,56.1%,5.9,19.4%,10.6,51,28,344,54.9%,6.7,21.8%,12.3
2006,Northern Illinois,Britt Davis,117,57,731,48.7%,6.2,32.8%,12.8,60,24,343,40.0%,5.7,30.2%,14.3,57,33,388,57.9%,6.8,36.1%,11.8
2006,UTEP,"Johnnie Lee Higgins, Jr.",116,82,1319,70.7%,11.4,27.4%,16.1,64,47,835,73.4%,13.0,25.8%,17.8,52,35,484,67.3%,9.3,29.7%,13.8
2005,Central Florida,Brandon Marshall,116,74,1195,63.8%,10.3,31.4%,16.1,58,38,572,65.5%,9.9,28.0%,15.1,58,36,623,62.1%,10.7,35.8%,17.3
2010,Oregon,Jeffrey Maehl,116,77,1076,66.4%,9.3,30.5%,14.0,69,46,701,66.7%,10.2,30.5%,15.2,47,31,375,66.0%,8.0,30.5%,12.1
2009,Buffalo,Naaman Roosevelt,116,70,954,60.3%,8.2,30.5%,13.6,74,45,640,60.8%,8.6,34.6%,14.2,42,25,314,59.5%,7.5,25.3%,12.6
2006,Texas Tech,Robert Johnson,116,89,871,76.7%,7.5,18.5%,9.8,75,61,565,81.3%,7.5,17.6%,9.3,41,28,306,68.3%,7.5,20.5%,10.9
2008,New Mexico State,Chris Williams,115,86,1269,74.8%,11.0,23.5%,14.8,69,56,518,81.2%,7.5,23.0%,9.3,46,30,751,65.2%,16.3,24.3%,25.0
2007,Rutgers,Kenny Britt,115,62,1217,53.9%,10.6,33.7%,19.6,66,42,868,63.6%,13.2,36.1%,20.7,49,20,349,40.8%,7.1,31.0%,17.5
2010,Texas A&M,Jeff Fuller,115,72,1066,62.6%,9.3,23.2%,14.8,65,42,524,64.6%,8.1,23.3%,12.5,50,30,542,60.0%,10.8,23.1%,18.1
2009,Boise State,Titus Young,115,79,1041,68.7%,9.1,25.6%,13.2,77,54,729,70.1%,9.5,28.7%,13.5,38,25,312,65.8%,8.2,20.9%,12.5
2011,Tennessee,Da'Rick Rogers,115,67,1040,58.3%,9.0,31.6%,15.5,56,32,499,57.1%,8.9,29.0%,15.6,59,35,541,59.3%,9.2,34.5%,15.5
2005,Bowling Green,Charles Sharon,115,74,1028,64.3%,8.9,29.6%,13.9,63,42,481,66.7%,7.6,29.7%,11.5,52,32,547,61.5%,10.5,29.5%,17.1
2009,Houston,Patrick Edwards,115,86,1014,74.8%,8.8,16.1%,11.8,82,63,640,76.8%,7.8,16.4%,10.2,33,23,374,69.7%,11.3,15.3%,16.3
2010,Washington,Jermaine Kearse,115,63,1005,54.8%,8.7,32.2%,16.0,67,37,614,55.2%,9.2,32.5%,16.6,48,26,391,54.2%,8.1,31.8%,15.0
2006,Oregon,Jaison Williams,115,68,984,59.1%,8.6,25.0%,14.5,78,48,587,61.5%,7.5,26.9%,12.2,37,20,397,54.1%,10.7,21.8%,19.9
2007,Wisconsin,Travis Beckum,115,75,982,65.2%,8.5,35.4%,13.1,67,44,585,65.7%,8.7,35.4%,13.3,48,31,397,64.6%,8.3,35.3%,12.8
2009,East Carolina,Dwayne Harris,115,83,979,72.2%,8.5,27.8%,11.8,68,48,597,70.6%,8.8,32.2%,12.4,47,35,382,74.5%,8.1,23.3%,10.9
2007,Michigan,Adrian Arrington,115,67,882,58.3%,7.7,29.0%,13.2,61,37,490,60.7%,8.0,30.5%,13.2,54,30,392,55.6%,7.3,27.4%,13.1
2005,New Mexico State,Paul Dombrowski,115,78,798,67.8%,6.9,22.3%,10.2,71,54,563,76.1%,7.9,22.6%,10.4,44,24,235,54.5%,5.3,21.9%,9.8
2006,Tennessee,Robert Meachem,114,71,1298,62.3%,11.4,29.0%,18.3,63,41,778,65.1%,12.3,29.6%,19.0,51,30,520,58.8%,10.2,28.3%,17.3
2011,West Virginia,Stedman Bailey,114,72,1279,63.2%,11.2,22.1%,17.8,68,39,686,57.4%,10.1,21.2%,17.6,46,33,593,71.7%,12.9,23.5%,18.0
2011,Houston,Justin Johnson,114,86,1221,75.4%,10.7,17.1%,14.2,75,59,851,78.7%,11.3,16.3%,14.4,39,27,370,69.2%,9.5,18.9%,13.7
2008,Texas,Quan Cosby,114,92,1118,80.7%,9.8,26.5%,12.2,83,69,729,83.1%,8.8,29.4%,10.6,31,23,389,74.2%,12.5,20.9%,16.9
2008,Southern Miss,DeAndre Brown,114,66,1109,57.9%,9.7,26.3%,16.8,63,32,620,50.8%,9.8,25.9%,19.4,51,34,489,66.7%,9.6,26.8%,14.4
2006,South Carolina,Sidney Rice,114,72,1090,63.2%,9.6,31.2%,15.1,72,51,680,70.8%,9.4,34.4%,13.3,42,21,410,50.0%,9.8,26.9%,19.5
2007,Western Michigan,Jamarko Simmons,114,83,982,72.8%,8.6,28.5%,11.8,60,47,497,78.3%,8.3,26.8%,10.6,54,36,485,66.7%,9.0,30.7%,13.5
2005,Florida,Chad Jackson,114,88,905,77.2%,7.9,32.5%,10.3,70,49,558,70.0%,8.0,32.7%,11.4,44,39,347,88.6%,7.9,32.1%,8.9
2005,Eastern Michigan,Eric Deslauriers,114,75,874,65.8%,7.7,28.6%,11.7,65,44,490,67.7%,7.5,30.5%,11.1,49,31,384,63.3%,7.8,26.5%,12.4
2007,Florida Atlantic,Jason Harmon,114,63,825,55.3%,7.2,24.9%,13.1,53,30,363,56.6%,6.8,22.3%,12.1,61,33,462,54.1%,7.6,27.9%,14.0
2011,Arizona State,Gerell Robinson,113,77,1397,68.1%,12.4,22.4%,18.1,61,44,789,72.1%,12.9,20.4%,17.9,52,33,608,63.5%,11.7,25.4%,18.4
2008,Nevada,Marko Mitchell,113,62,1141,54.9%,10.1,29.1%,18.4,64,41,686,64.1%,10.7,31.8%,16.7,49,21,455,42.9%,9.3,26.2%,21.7
2008,Oregon State,Sammie Stroughter,113,70,1040,61.9%,9.2,27.1%,14.9,56,31,466,55.4%,8.3,25.5%,15.0,57,39,574,68.4%,10.1,28.9%,14.7
2008,Wake Forest,Demir Boldin,113,81,847,71.7%,7.5,32.2%,10.5,67,49,435,73.1%,6.5,32.7%,8.9,46,32,412,69.6%,9.0,31.5%,12.9
2010,SMU,Darius Johnson,113,78,845,69.0%,7.5,23.2%,10.8,72,48,539,66.7%,7.5,22.9%,11.2,41,30,306,73.2%,7.5,23.6%,10.2
2007,Syracuse,Mike Williams,113,60,833,53.1%,7.4,33.2%,13.9,64,36,492,56.3%,7.7,34.6%,13.7,49,24,341,49.0%,7.0,31.6%,14.2
2011,Texas Tech,Eric Ward,113,84,800,74.3%,7.1,20.0%,9.5,76,56,528,73.7%,6.9,20.7%,9.4,37,28,272,75.7%,7.4,18.8%,9.7
2010,Indiana,Tandon Doss,113,63,706,55.8%,6.2,22.8%,11.2,69,44,513,63.8%,7.4,25.0%,11.7,44,19,193,43.2%,4.4,20.0%,10.2
2005,South Carolina,Sidney Rice,112,70,1135,62.5%,10.1,33.2%,16.2,73,47,784,64.4%,10.7,38.6%,16.7,39,23,351,59.0%,9.0,26.4%,15.3
2005,Wyoming,Jovon Bouknight,112,77,1116,68.8%,10.0,32.1%,14.5,72,49,701,68.1%,9.7,33.8%,14.3,40,28,415,70.0%,10.4,29.4%,14.8
2007,Tulsa,Trae Johnson,112,70,1089,62.5%,9.7,21.2%,15.6,60,35,549,58.3%,9.2,20.7%,15.7,52,35,540,67.3%,10.4,21.8%,15.4
2007,Boise State,Jeremy Childs,112,82,1045,73.2%,9.3,25.3%,12.7,57,42,475,73.7%,8.3,23.0%,11.3,55,40,570,72.7%,10.4,28.4%,14.3
2008,Marshall,Darius Passmore,112,57,951,50.9%,8.5,34.4%,16.7,47,23,420,48.9%,8.9,33.8%,18.3,65,34,531,52.3%,8.2,34.8%,15.6
2005,Utah State,Tony Pennyman,112,63,741,56.3%,6.6,38.8%,11.8,71,39,450,54.9%,6.3,45.5%,11.5,41,24,291,58.5%,7.1,30.8%,12.1
2008,Washington,D'Andre Goodwin,112,60,690,53.6%,6.2,33.2%,11.5,59,30,331,50.8%,5.6,34.5%,11.0,53,30,359,56.6%,6.8,31.9%,12.0
2011,North Carolina,Dwight Jones,111,85,1196,76.6%,10.8,32.5%,14.1,64,53,649,82.8%,10.1,31.7%,12.2,47,32,547,68.1%,11.6,33.6%,17.1
2010,Houston,Patrick Edwards,111,71,1100,64.0%,9.9,24.4%,15.5,61,42,641,68.9%,10.5,22.9%,15.3,50,29,459,58.0%,9.2,26.6%,15.8
2005,Washington State,Jason Hill,111,62,1097,55.9%,9.9,30.7%,17.7,69,38,713,55.1%,10.3,31.7%,18.8,42,24,384,57.1%,9.1,29.4%,16.0
2005,Oregon,Demetrius Williams,111,59,1059,53.2%,9.5,24.0%,17.9,67,31,544,46.3%,8.1,23.6%,17.5,44,28,515,63.6%,11.7,24.6%,18.4
2010,Troy,Jerrel Jernigan,111,81,803,73.0%,7.2,22.0%,9.9,67,48,425,71.6%,6.3,23.4%,8.9,44,33,378,75.0%,8.6,20.1%,11.5
2009,UNLV,Ryan Wolfe,111,74,760,66.7%,6.8,30.8%,10.3,71,45,496,63.4%,7.0,31.8%,11.0,40,29,264,72.5%,6.6,29.2%,9.1
2011,UL-Monroe,Brent Leonard,111,69,751,62.2%,6.8,24.9%,10.9,60,36,364,60.0%,6.1,22.9%,10.1,51,33,387,64.7%,7.6,27.7%,11.7
2010,Buffalo,Marcus Rivers,111,50,690,45.0%,6.2,29.4%,13.8,61,25,279,41.0%,4.6,30.3%,11.2,50,25,411,50.0%,8.2,28.4%,16.4
2009,Rice,Toren Dixon,111,60,660,54.1%,5.9,26.4%,11.0,57,31,288,54.4%,5.1,25.3%,9.3,54,29,372,53.7%,6.9,27.6%,12.8
2009,Troy,Jerrel Jernigan,110,71,1101,64.5%,10.0,21.5%,15.5,65,41,677,63.1%,10.4,19.5%,16.5,45,30,424,66.7%,9.4,25.3%,14.1
2007,Cincinnati,Dominick Goodman,110,67,869,60.9%,7.9,23.1%,13.0,51,36,436,70.6%,8.5,19.0%,12.1,59,31,433,52.5%,7.3,28.4%,14.0
2005,Northwestern,Shaun Herbert,110,79,862,71.8%,7.8,22.3%,10.9,68,49,504,72.1%,7.4,23.4%,10.3,42,30,358,71.4%,8.5,20.6%,11.9
2009,Ohio State,DeVier Posey,110,60,828,54.5%,7.5,38.3%,13.8,61,33,483,54.1%,7.9,40.9%,14.6,49,27,345,55.1%,7.0,35.5%,12.8
2007,Washington State,Michael Bumpus,110,70,789,63.6%,7.2,22.4%,11.3,67,43,404,64.2%,6.0,22.9%,9.4,43,27,385,62.8%,9.0,21.6%,14.3
2009,Ohio,Taylor Price,110,56,784,50.9%,7.1,28.7%,14.0,62,29,332,46.8%,5.4,29.4%,11.4,48,27,452,56.3%,9.4,27.9%,16.7
2007,Florida State,De'Cody Fagg,110,54,758,49.1%,6.9,24.2%,14.0,61,26,473,42.6%,7.8,24.4%,18.2,49,28,285,57.1%,5.8,23.9%,10.2
2010,USC,Ronald Johnson,110,64,692,58.2%,6.3,25.4%,10.8,77,43,463,55.8%,6.0,28.4%,10.8,33,21,229,63.6%,6.9,20.4%,10.9
2011,Oklahoma,Ryan Broyles,109,83,1157,76.1%,10.6,20.0%,13.9,75,59,719,78.7%,9.6,22.4%,12.2,34,24,438,70.6%,12.9,16.2%,18.3
2010,Alabama,Julio Jones,109,78,1146,71.6%,10.5,30.8%,14.7,73,55,841,75.3%,11.5,32.7%,15.3,36,23,305,63.9%,8.5,27.5%,13.3
2009,Buffalo,Brett Hamlin,109,64,898,58.7%,8.2,28.7%,14.0,65,40,543,61.5%,8.4,30.4%,13.6,44,24,355,54.5%,8.1,26.5%,14.8
2007,Missouri,Martin Rucker,109,84,875,77.1%,8.0,20.5%,10.4,72,55,523,76.4%,7.3,21.8%,9.5,37,29,352,78.4%,9.5,18.3%,12.1
2008,Akron,Deryn Bowser,109,63,779,57.8%,7.1,29.6%,12.4,67,42,422,62.7%,6.3,30.9%,10.0,42,21,357,50.0%,8.5,27.8%,17.0
2009,Hawaii,Kealoha Pilares,109,66,690,60.6%,6.3,20.1%,10.5,72,50,504,69.4%,7.0,20.9%,10.1,37,16,186,43.2%,5.0,18.8%,11.6
2010,Central Michigan,Cody Wilson,108,83,1120,76.9%,10.4,24.1%,13.5,64,52,636,81.3%,9.9,24.7%,12.2,44,31,484,70.5%,11.0,23.2%,15.6
2005,Miami-OH,Ryne Robinson,108,75,1119,69.4%,10.4,25.7%,14.9,65,46,780,70.8%,12.0,26.0%,17.0,43,29,339,67.4%,7.9,25.1%,11.7
2008,BYU,Dennis Pitta,108,82,1072,75.9%,9.9,23.0%,13.1,69,56,718,81.2%,10.4,21.7%,12.8,39,26,354,66.7%,9.1,25.8%,13.6
2005,New Mexico,Hank Baskett,108,67,1071,62.0%,9.9,37.0%,16.0,61,39,695,63.9%,11.4,39.4%,17.8,47,28,376,59.6%,8.0,34.3%,13.4
2007,Tennessee,Lucas Taylor,108,73,1000,67.6%,9.3,21.5%,13.7,68,48,744,70.6%,10.9,23.4%,15.5,40,25,256,62.5%,6.4,18.9%,10.2
2008,LSU,Brandon LaFell,108,61,919,56.5%,8.5,29.6%,15.1,71,41,686,57.7%,9.7,32.9%,16.7,37,20,233,54.1%,6.3,24.8%,11.7
2010,Hawaii,Royce Pollard,108,64,901,59.3%,8.3,18.3%,14.1,70,41,532,58.6%,7.6,17.1%,13.0,38,23,369,60.5%,9.7,20.9%,16.0
2008,Florida Atlantic,Cortez Gent,108,58,898,53.7%,8.3,26.4%,15.5,63,34,518,54.0%,8.2,27.8%,15.2,45,24,380,53.3%,8.4,24.7%,15.8
2007,California,Lavelle Hawkins,108,72,872,66.7%,8.1,27.3%,12.1,59,39,449,66.1%,7.6,26.7%,11.5,49,33,423,67.3%,8.6,28.2%,12.8
2008,Troy,Jerrel Jernigan,108,77,868,71.3%,8.0,21.6%,11.3,68,49,564,72.1%,8.3,21.4%,11.5,40,28,304,70.0%,7.6,21.9%,10.9
2007,Oregon,Jaison Williams,108,55,844,50.9%,7.8,29.1%,15.3,55,31,497,56.4%,9.0,25.3%,16.0,53,24,347,45.3%,6.5,34.4%,14.5
2007,Vanderbilt,Earl Bennett,108,75,829,69.4%,7.7,32.3%,11.1,73,51,627,69.9%,8.6,39.5%,12.3,35,24,202,68.6%,5.8,23.5%,8.4
2007,Boston College,Andre Callender,108,76,720,70.4%,6.7,18.1%,9.5,68,51,471,75.0%,6.9,18.5%,9.2,40,25,249,62.5%,6.2,17.4%,10.0
2008,Oklahoma,Juaquin Iglesias,107,74,1146,69.2%,10.7,21.6%,15.5,63,45,635,71.4%,10.1,21.9%,14.1,44,29,511,65.9%,11.6,21.3%,17.6
2007,Rutgers,Tiquan Underwood,107,65,1100,60.7%,10.3,31.4%,16.9,52,36,612,69.2%,11.8,28.4%,17.0,55,29,488,52.7%,8.9,34.8%,16.8
2006,Alabama,Dj Hall,107,62,1056,57.9%,9.9,29.0%,17.0,61,38,632,62.3%,10.4,28.8%,16.6,46,24,424,52.2%,9.2,29.3%,17.7
2011,Clemson,DeAndre Hopkins,107,71,961,66.4%,9.0,21.4%,13.5,63,42,540,66.7%,8.6,22.0%,12.9,44,29,421,65.9%,9.6,20.8%,14.5
2010,Michigan,Roy Roundtree,107,72,935,67.3%,8.7,26.4%,13.0,65,50,613,76.9%,9.4,29.1%,12.3,42,22,322,52.4%,7.7,23.1%,14.6
2007,Memphis,Duke Calhoun,107,62,890,57.9%,8.3,20.0%,14.4,55,36,530,65.5%,9.6,17.2%,14.7,52,26,360,50.0%,6.9,24.1%,13.8
2011,Memphis,Tannar Rehrer,107,70,593,65.4%,5.5,27.6%,8.5,48,38,284,79.2%,5.9,25.4%,7.5,59,32,309,54.2%,5.2,29.8%,9.7
2006,USC,Steve Smith,106,71,1083,67.0%,10.2,26.2%,15.3,70,46,672,65.7%,9.6,26.5%,14.6,36,25,411,69.4%,11.4,25.7%,16.4
2008,Texas,Jordan Shipley,106,89,1060,84.0%,10.0,24.7%,11.9,77,65,672,84.4%,8.7,27.3%,10.3,29,24,388,82.8%,13.4,19.6%,16.2
2010,Maryland,Torrey Smith,106,67,1055,63.2%,10.0,29.2%,15.7,64,42,644,65.6%,10.1,32.0%,15.3,42,25,411,59.5%,9.8,25.8%,16.4
2007,Oklahoma State,Adarius Bowman,106,66,1008,62.3%,9.5,29.5%,15.3,76,47,769,61.8%,10.1,33.9%,16.4,30,19,239,63.3%,8.0,22.2%,12.6
2007,BYU,Austin Collie,106,55,974,51.9%,9.2,22.4%,17.7,63,31,521,49.2%,8.3,22.5%,16.8,43,24,453,55.8%,10.5,22.3%,18.9
2011,Arizona,Juron Criner,106,75,956,70.8%,9.0,19.2%,12.7,72,56,659,77.8%,9.2,20.5%,11.8,34,19,297,55.9%,8.7,16.9%,15.6
2009,Boston College,Rich Gunnell,106,60,880,56.6%,8.3,34.6%,14.7,49,28,366,57.1%,7.5,32.7%,13.1,57,32,514,56.1%,9.0,36.5%,16.1
2006,Central Michigan,Bryan Anderson,106,73,867,68.9%,8.2,25.0%,11.9,56,37,458,66.1%,8.2,23.7%,12.4,50,36,409,72.0%,8.2,26.6%,11.4
2011,Wake Forest,Michael Campanaro,106,73,833,68.9%,7.9,24.5%,11.4,58,43,476,74.1%,8.2,23.9%,11.1,48,30,357,62.5%,7.4,25.3%,11.9
2009,Miami-OH,Armand Robinson,106,67,788,63.2%,7.4,21.5%,11.8,72,43,470,59.7%,6.5,23.9%,10.9,34,24,318,70.6%,9.4,17.7%,13.3
2009,Baylor,Kendall Wright,106,66,744,62.3%,7.0,25.9%,11.3,66,44,424,66.7%,6.4,29.3%,9.6,40,22,320,55.0%,8.0,21.7%,14.5
2009,Arizona State,Chris McGaha,106,57,690,53.8%,6.5,26.8%,12.1,63,39,498,61.9%,7.9,30.7%,12.8,43,18,192,41.9%,4.5,22.5%,10.7
2008,Washington State,Brandon Gibson,106,57,673,53.8%,6.3,31.5%,11.8,56,34,413,60.7%,7.4,34.1%,12.1,50,23,260,46.0%,5.2,29.1%,11.3
2008,San Diego State,Vincent Brown,106,64,631,60.4%,6.0,22.8%,9.9,71,44,454,62.0%,6.4,27.5%,10.3,35,20,177,57.1%,5.1,17.0%,8.9
2010,San Diego State,Vincent Brown,105,69,1352,65.7%,12.9,25.9%,19.6,63,43,784,68.3%,12.4,27.5%,18.2,42,26,568,61.9%,13.5,23.7%,21.8
2008,North Carolina,Hakeem Nicks,105,68,1222,64.8%,11.6,36.2%,18.0,59,36,649,61.0%,11.0,39.3%,18.0,46,32,573,69.6%,12.5,32.9%,17.9
2011,Ohio,LaVon Brazill,105,72,1171,68.6%,11.2,26.3%,16.3,67,50,802,74.6%,12.0,29.1%,16.0,38,22,369,57.9%,9.7,22.5%,16.8
2008,Kansas State,Brandon Banks,105,67,1089,63.8%,10.4,25.2%,16.3,57,34,610,59.6%,10.7,25.0%,17.9,48,33,479,68.8%,10.0,25.5%,14.5
2011,Northwestern,Jeremy Ebert,105,75,1055,71.4%,10.0,26.6%,14.1,68,51,624,75.0%,9.2,26.4%,12.2,37,24,431,64.9%,11.6,27.2%,18.0
2008,Houston,Tyron Carrier,105,80,1024,76.2%,9.8,18.2%,12.8,74,58,741,78.4%,10.0,18.4%,12.8,31,22,283,71.0%,9.1,17.8%,12.9
2006,Houston,Vincent Marshall,105,80,979,76.2%,9.3,24.5%,12.2,74,60,762,81.1%,10.3,29.1%,12.7,31,20,217,64.5%,7.0,17.7%,10.9
2007,UTEP,Jeff Moturi,105,65,891,61.9%,8.5,28.1%,13.7,64,42,572,65.6%,8.9,31.4%,13.6,41,23,319,56.1%,7.8,24.1%,13.9
2007,SMU,Emmanuel Sanders,105,74,889,70.5%,8.5,26.1%,12.0,66,49,531,74.2%,8.0,26.6%,10.8,39,25,358,64.1%,9.2,25.2%,14.3
2008,Purdue,Desmond Tardy,105,68,880,64.8%,8.4,21.6%,12.9,56,37,469,66.1%,8.4,19.6%,12.7,49,31,411,63.3%,8.4,24.4%,13.3
2008,Central Michigan,Bryan Anderson,105,63,865,60.0%,8.2,23.4%,13.7,61,38,421,62.3%,6.9,22.0%,11.1,44,25,444,56.8%,10.1,25.6%,17.8
2007,UNLV,Ryan Wolfe,105,67,782,63.8%,7.4,28.6%,11.7,60,43,455,71.7%,7.6,27.3%,10.6,45,24,327,53.3%,7.3,30.6%,13.6
2011,Washington State,Jared Karstetter,105,60,700,57.1%,6.7,22.2%,11.7,65,39,484,60.0%,7.4,23.0%,12.4,40,21,216,52.5%,5.4,20.9%,10.3
2011,Buffalo,Marcus Rivers,105,60,603,57.1%,5.7,26.6%,10.1,61,32,328,52.5%,5.4,27.9%,10.3,44,28,275,63.6%,6.3,25.1%,9.8
2009,Pittsburgh,Jonathan Baldwin,104,57,1111,54.8%,10.7,31.9%,19.5,59,31,673,52.5%,11.4,32.1%,21.7,45,26,438,57.8%,9.7,31.7%,16.8
2008,Illinois,Arrelious Benn,104,67,1055,64.4%,10.1,28.0%,15.7,72,49,755,68.1%,10.5,33.3%,15.4,32,18,300,56.3%,9.4,20.6%,16.7
2009,Idaho,Max Komar,104,63,1052,60.6%,10.1,27.5%,16.7,64,35,521,54.7%,8.1,29.0%,14.9,40,28,531,70.0%,13.3,25.5%,19.0
2011,New Mexico State,Taveon Rogers,104,59,1049,56.7%,10.1,24.7%,17.8,65,38,610,58.5%,9.4,27.4%,16.1,39,21,439,53.8%,11.3,21.2%,20.9
2010,USC,Robert Woods,104,64,786,61.5%,7.6,24.0%,12.3,64,37,437,57.8%,6.8,23.6%,11.8,40,27,349,67.5%,8.7,24.7%,12.9
2007,Washington,Anthony Russo,104,49,766,47.1%,7.4,28.9%,15.6,52,26,368,50.0%,7.1,28.4%,14.2,52,23,398,44.2%,7.7,29.4%,17.3
2007,Arkansas State,Levi Dejohnette,104,61,693,58.7%,6.7,29.1%,11.4,64,40,470,62.5%,7.3,32.0%,11.8,40,21,223,52.5%,5.6,25.3%,10.6
2006,Florida International,Chandler Williams,104,67,664,64.4%,6.4,27.7%,9.9,58,39,377,67.2%,6.5,29.0%,9.7,46,28,287,60.9%,6.2,26.1%,10.3
2011,Arkansas,Jarius Wright,103,66,1117,64.1%,10.8,23.1%,16.9,59,38,656,64.4%,11.1,22.7%,17.3,44,28,461,63.6%,10.5,23.8%,16.5
2008,Colorado State,Rashaun Greer,103,63,1114,61.2%,10.8,25.6%,17.7,59,36,618,61.0%,10.5,25.9%,17.2,44,27,496,61.4%,11.3,25.3%,18.4
2010,Duke,Conner Vernon,103,73,973,70.9%,9.4,23.0%,13.3,59,44,560,74.6%,9.5,23.3%,12.7,44,29,413,65.9%,9.4,22.7%,14.2
2008,Georgia,AJ Green,103,56,963,54.4%,9.3,26.8%,17.2,60,34,528,56.7%,8.8,27.0%,15.5,43,22,435,51.2%,10.1,26.5%,19.8
2011,Duke,Conner Vernon,103,70,956,68.0%,9.3,21.8%,13.7,65,46,562,70.8%,8.6,24.4%,12.2,38,24,394,63.2%,10.4,18.4%,16.4
2008,Alabama,Julio Jones,103,58,924,56.3%,9.0,32.2%,15.9,63,37,617,58.7%,9.8,34.4%,16.7,40,21,307,52.5%,7.7,29.2%,14.6
2011,Oklahoma,Kenny Stills,103,61,849,59.2%,8.2,18.9%,13.9,71,44,636,62.0%,9.0,21.2%,14.5,32,17,213,53.1%,6.7,15.2%,12.5
2008,Arizona,Michael Thomas,103,75,837,72.8%,8.1,26.1%,11.2,67,52,618,77.6%,9.2,28.8%,11.9,36,23,219,63.9%,6.1,22.2%,9.5
